cam_ts_ns,mp_valid,mp_confidence,mp_handedness,mp_lm00_x,mp_lm00_y,mp_lm00_z,mp_lm01_x,mp_lm01_y,mp_lm01_z,mp_lm02_x,mp_lm02_y,mp_lm02_z,mp_lm03_x,mp_lm03_y,mp_lm03_z,mp_lm04_x,mp_lm04_y,mp_lm04_z,mp_lm05_x,mp_lm05_y,mp_lm05_z,mp_lm06_x,mp_lm06_y,mp_lm06_z,mp_lm07_x,mp_lm07_y,mp_lm07_z,mp_lm08_x,mp_lm08_y,mp_lm08_z,mp_lm09_x,mp_lm09_y,mp_lm09_z,mp_lm10_x,mp_lm10_y,mp_lm10_z,mp_lm11_x,mp_lm11_y,mp_lm11_z,mp_lm12_x,mp_lm12_y,mp_lm12_z,mp_lm13_x,mp_lm13_y,mp_lm13_z,mp_lm14_x,mp_lm14_y,mp_lm14_z,mp_lm15_x,mp_lm15_y,mp_lm15_z,mp_lm16_x,mp_lm16_y,mp_lm16_z,mp_lm17_x,mp_lm17_y,mp_lm17_z,mp_lm18_x,mp_lm18_y,mp_lm18_z,mp_lm19_x,mp_lm19_y,mp_lm19_z,mp_lm20_x,mp_lm20_y,mp_lm20_z,led_cam,quality_flag
223068562000000,1,0.9903973937034607,Right,0.3119887113571167,0.6408039331436157,1.6790770018815238e-07,0.2409818470478058,0.5923494100570679,-0.03156372532248497,0.19717463850975037,0.5129943490028381,-0.05197462812066078,0.1939934492111206,0.4187164306640625,-0.06314996629953384,0.21291512250900269,0.3585187494754791,-0.07262423634529114,0.27421125769615173,0.49885013699531555,-0.07879103720188141,0.25381389260292053,0.3722599148750305,-0.099301278591156,0.24051189422607422,0.3061051368713379,-0.10243615508079529,0.23150497674942017,0.2541806399822235,-0.10337352007627487,0.3247746229171753,0.48705941438674927,-0.06937721371650696,0.29684337973594666,0.35142576694488525,-0.0948713943362236,0.28085485100746155,0.27451959252357483,-0.09933067858219147,0.2699181139469147,0.2183302938938141,-0.10130590945482254,0.36007916927337646,0.48032212257385254,-0.058516040444374084,0.3392687737941742,0.3575572073459625,-0.08096881955862045,0.32647109031677246,0.2836049199104309,-0.08660705387592316,0.31567493081092834,0.22899463772773743,-0.08813342452049255,0.3830086588859558,0.47816237807273865,-0.04822484403848648,0.374612033367157,0.38477623462677,-0.066153883934021,0.36508405208587646,0.3281787931919098,-0.07236705720424652,0.3565303385257721,0.2829957902431488,-0.07482816278934479,106,0
223068625000000,1,0.9907902479171753,Right,0.3118014633655548,0.6405036449432373,1.6481496345477353e-07,0.2407444417476654,0.5917770862579346,-0.031349025666713715,0.19709673523902893,0.5123450756072998,-0.05163510516285896,0.1940876543521881,0.41823381185531616,-0.06274416297674179,0.21285536885261536,0.3579896092414856,-0.07212995737791061,0.2741185426712036,0.49845731258392334,-0.07847699522972107,0.25374266505241394,0.37179020047187805,-0.09885554760694504,0.2402929812669754,0.30576467514038086,-0.10180976241827011,0.23111164569854736,0.25411441922187805,-0.10261513292789459,0.32465749979019165,0.486944317817688,-0.06922976672649384,0.29688969254493713,0.35144296288490295,-0.09461374580860138,0.2808394432067871,0.2748594284057617,-0.09889627993106842,0.26979464292526245,0.2190255969762802,-0.10073644667863846,0.3599315583705902,0.4803526997566223,-0.05856690555810928,0.33939841389656067,0.35737890005111694,-0.08101991564035416,0.3266981542110443,0.28360629081726074,-0.08656743168830872,0.3159449100494385,0.2291134148836136,-0.088022381067276,0.3828679323196411,0.4782537519931793,-0.048461079597473145,0.37484046816825867,0.38493987917900085,-0.06643291562795639,0.36544322967529297,0.32831352949142456,-0.07264650613069534,0.35688966512680054,0.28299176692962646,-0.07510235905647278,106,0
223068687000000,1,0.9912397265434265,Right,0.31162798404693604,0.6404221057891846,1.6148894133038993e-07,0.24070924520492554,0.5921354293823242,-0.03144935145974159,0.1971946805715561,0.5126891732215881,-0.05168721079826355,0.194252610206604,0.41821038722991943,-0.06264486908912659,0.2124481499195099,0.35757023096084595,-0.0718146339058876,0.2747880816459656,0.4986647069454193,-0.0787319466471672,0.2539893388748169,0.3713558614253998,-0.09875278919935226,0.24012286961078644,0.30554211139678955,-0.1013648733496666,0.23057572543621063,0.25401246547698975,-0.10197131335735321,0.32525789737701416,0.48697471618652344,-0.06919931620359421,0.29711270332336426,0.3510614335536957,-0.09439478069543839,0.28083470463752747,0.2746564745903015,-0.09843326359987259,0.26956087350845337,0.21893207728862762,-0.10011496394872665,0.36028990149497986,0.4801793098449707,-0.05820199474692345,0.3396516740322113,0.3572075068950653,-0.08039520680904388,0.32704049348831177,0.28373658657073975,-0.08571620285511017,0.31623175740242004,0.22961269319057465,-0.08704128861427307,0.3828608989715576,0.4778101146221161,-0.047759708017110825,0.3750123977661133,0.38475921750068665,-0.06551877409219742,0.365658164024353,0.3283345699310303,-0.07162762433290482,0.3570391535758972,0.2832072377204895,-0.07401221245527267,106,0
223068750000000,1,0.9912436008453369,Right,0.31193244457244873,0.6406659483909607,1.5828744892587565e-07,0.24055422842502594,0.5921796560287476,-0.031813763082027435,0.19690468907356262,0.5128610134124756,-0.052134960889816284,0.19401401281356812,0.41866999864578247,-0.06323785334825516,0.21199068427085876,0.3578043282032013,-0.07261412590742111,0.27443698048591614,0.4985552430152893,-0.0778459832072258,0.25333696603775024,0.37180623412132263,-0.09814367443323135,0.23957543075084686,0.3062518239021301,-0.10117217898368835,0.23020222783088684,0.25481218099594116,-0.10206793248653412,0.32506346702575684,0.48698753118515015,-0.06847649067640305,0.2969772219657898,0.35080814361572266,-0.09401638805866241,0.28089791536331177,0.274630606174469,-0.09861516207456589,0.2699654698371887,0.21896739304065704,-0.10059971362352371,0.3602927029132843,0.48049986362457275,-0.05778970196843147,0.33960968255996704,0.35722383856773376,-0.08048127591609955,0.32686570286750793,0.28321516513824463,-0.08620260655879974,0.31619250774383545,0.2281571328639984,-0.08772294968366623,0.38315722346305847,0.4783625304698944,-0.04768223315477371,0.3748936653137207,0.384829044342041,-0.06581570208072662,0.36553755402565,0.3282741904258728,-0.07198089361190796,0.3572078049182892,0.2826402187347412,-0.0743500217795372,127,0
223068750000000,1,0.9912436008453369,Right,0.31193244457244873,0.6406659483909607,1.5828744892587565e-07,0.24055422842502594,0.5921796560287476,-0.031813763082027435,0.19690468907356262,0.5128610134124756,-0.052134960889816284,0.19401401281356812,0.41866999864578247,-0.06323785334825516,0.21199068427085876,0.3578043282032013,-0.07261412590742111,0.27443698048591614,0.4985552430152893,-0.0778459832072258,0.25333696603775024,0.37180623412132263,-0.09814367443323135,0.23957543075084686,0.3062518239021301,-0.10117217898368835,0.23020222783088684,0.25481218099594116,-0.10206793248653412,0.32506346702575684,0.48698753118515015,-0.06847649067640305,0.2969772219657898,0.35080814361572266,-0.09401638805866241,0.28089791536331177,0.274630606174469,-0.09861516207456589,0.2699654698371887,0.21896739304065704,-0.10059971362352371,0.3602927029132843,0.48049986362457275,-0.05778970196843147,0.33960968255996704,0.35722383856773376,-0.08048127591609955,0.32686570286750793,0.28321516513824463,-0.08620260655879974,0.31619250774383545,0.2281571328639984,-0.08772294968366623,0.38315722346305847,0.4783625304698944,-0.04768223315477371,0.3748936653137207,0.384829044342041,-0.06581570208072662,0.36553755402565,0.3282741904258728,-0.07198089361190796,0.3572078049182892,0.2826402187347412,-0.0743500217795372,127,0
223068796000000,1,0.9912234544754028,Right,0.3114085793495178,0.6410298347473145,1.614647828773741e-07,0.24041350185871124,0.5921940803527832,-0.031221942976117134,0.1970345377922058,0.5127003192901611,-0.05137694999575615,0.19390524923801422,0.4184322953224182,-0.062392592430114746,0.21164360642433167,0.35751867294311523,-0.07165711373090744,0.27445903420448303,0.4981187582015991,-0.07766468822956085,0.25385141372680664,0.3712679445743561,-0.09776709228754044,0.24009913206100464,0.3057436943054199,-0.10061004012823105,0.2305890917778015,0.2545112073421478,-0.10138475149869919,0.32494449615478516,0.48685476183891296,-0.06844472885131836,0.29692280292510986,0.35075733065605164,-0.09385834634304047,0.2809106707572937,0.2745474576950073,-0.09828659892082214,0.2697497010231018,0.21901217103004456,-0.1001797541975975,0.36013615131378174,0.4805390536785126,-0.05782857537269592,0.3397198021411896,0.3572651147842407,-0.08031594008207321,0.32733413577079773,0.2834627628326416,-0.08591718226671219,0.316567987203598,0.22891747951507568,-0.08737754821777344,0.3829613924026489,0.4785342216491699,-0.0477418415248394,0.3753902018070221,0.3853011429309845,-0.0656675472855568,0.3662568926811218,0.32871395349502563,-0.07183754444122314,0.35784345865249634,0.2832256257534027,-0.07424112409353256,127,0
223068875000000,1,0.991213321685791,Right,0.31133854389190674,0.6411733627319336,1.5852526757953456e-07,0.2403957098722458,0.5924730896949768,-0.031391751021146774,0.19686323404312134,0.5130975246429443,-0.051548346877098083,0.1936132162809372,0.41900473833084106,-0.06260214745998383,0.21106602251529694,0.3579532504081726,-0.07193873822689056,0.27449050545692444,0.4979311525821686,-0.07728676497936249,0.2537354826927185,0.3710493743419647,-0.09747544676065445,0.2399412989616394,0.30560630559921265,-0.10048796981573105,0.2303825318813324,0.2544846534729004,-0.10137011855840683,0.3250325322151184,0.4867473542690277,-0.06806927919387817,0.29698076844215393,0.35036855936050415,-0.0935240164399147,0.28088095784187317,0.27416011691093445,-0.0981152355670929,0.26967716217041016,0.21862155199050903,-0.10010359436273575,0.36026841402053833,0.48071160912513733,-0.0575096569955349,0.3398115336894989,0.3570985198020935,-0.08007381856441498,0.3272319436073303,0.2831701636314392,-0.08568545430898666,0.3164105713367462,0.22834013402462006,-0.08714133501052856,0.3831210434436798,0.4790154993534088,-0.04750089719891548,0.37531593441963196,0.38553300499916077,-0.0655265599489212,0.3661695718765259,0.32880282402038574,-0.07164698094129562,0.35791027545928955,0.2829637825489044,-0.07398757338523865,127,0
223068875000000,1,0.991213321685791,Right,0.31133854389190674,0.6411733627319336,1.5852526757953456e-07,0.2403957098722458,0.5924730896949768,-0.031391751021146774,0.19686323404312134,0.5130975246429443,-0.051548346877098083,0.1936132162809372,0.41900473833084106,-0.06260214745998383,0.21106602251529694,0.3579532504081726,-0.07193873822689056,0.27449050545692444,0.4979311525821686,-0.07728676497936249,0.2537354826927185,0.3710493743419647,-0.09747544676065445,0.2399412989616394,0.30560630559921265,-0.10048796981573105,0.2303825318813324,0.2544846534729004,-0.10137011855840683,0.3250325322151184,0.4867473542690277,-0.06806927919387817,0.29698076844215393,0.35036855936050415,-0.0935240164399147,0.28088095784187317,0.27416011691093445,-0.0981152355670929,0.26967716217041016,0.21862155199050903,-0.10010359436273575,0.36026841402053833,0.48071160912513733,-0.0575096569955349,0.3398115336894989,0.3570985198020935,-0.08007381856441498,0.3272319436073303,0.2831701636314392,-0.08568545430898666,0.3164105713367462,0.22834013402462006,-0.08714133501052856,0.3831210434436798,0.4790154993534088,-0.04750089719891548,0.37531593441963196,0.38553300499916077,-0.0655265599489212,0.3661695718765259,0.32880282402038574,-0.07164698094129562,0.35791027545928955,0.2829637825489044,-0.07398757338523865,107,0
223068984000000,1,0.990126371383667,Right,0.3118246793746948,0.6387542486190796,1.6686189496795123e-07,0.24039585888385773,0.5915306806564331,-0.03252246975898743,0.1957557648420334,0.513075053691864,-0.05360482260584831,0.19365791976451874,0.41891956329345703,-0.06520044803619385,0.21352718770503998,0.35912540555000305,-0.07509418576955795,0.27400311827659607,0.500469446182251,-0.08083988726139069,0.2537335455417633,0.3724155128002167,-0.10188969224691391,0.24018938839435577,0.3063797652721405,-0.10483866930007935,0.23095418512821198,0.25480619072914124,-0.10553734749555588,0.32487669587135315,0.48868298530578613,-0.07113999873399734,0.2965514361858368,0.35048389434814453,-0.09766427427530289,0.28095486760139465,0.27408990263938904,-0.1022728830575943,0.27076542377471924,0.21848618984222412,-0.1040438860654831,0.3605107367038727,0.48145419359207153,-0.05995491147041321,0.3388112485408783,0.356931209564209,-0.08336670696735382,0.3258814513683319,0.28292936086654663,-0.08884119987487793,0.31536057591438293,0.227898508310318,-0.08997587859630585,0.3837706744670868,0.478424072265625,-0.04935203492641449,0.374620258808136,0.3841753602027893,-0.06782473623752594,0.3650086522102356,0.32775628566741943,-0.07378194481134415,0.35679858922958374,0.28249409794807434,-0.07587745040655136,107,0
223068984000000,1,0.990126371383667,Right,0.3118246793746948,0.6387542486190796,1.6686189496795123e-07,0.24039585888385773,0.5915306806564331,-0.03252246975898743,0.1957557648420334,0.513075053691864,-0.05360482260584831,0.19365791976451874,0.41891956329345703,-0.06520044803619385,0.21352718770503998,0.35912540555000305,-0.07509418576955795,0.27400311827659607,0.500469446182251,-0.08083988726139069,0.2537335455417633,0.3724155128002167,-0.10188969224691391,0.24018938839435577,0.3063797652721405,-0.10483866930007935,0.23095418512821198,0.25480619072914124,-0.10553734749555588,0.32487669587135315,0.48868298530578613,-0.07113999873399734,0.2965514361858368,0.35048389434814453,-0.09766427427530289,0.28095486760139465,0.27408990263938904,-0.1022728830575943,0.27076542377471924,0.21848618984222412,-0.1040438860654831,0.3605107367038727,0.48145419359207153,-0.05995491147041321,0.3388112485408783,0.356931209564209,-0.08336670696735382,0.3258814513683319,0.28292936086654663,-0.08884119987487793,0.31536057591438293,0.227898508310318,-0.08997587859630585,0.3837706744670868,0.478424072265625,-0.04935203492641449,0.374620258808136,0.3841753602027893,-0.06782473623752594,0.3650086522102356,0.32775628566741943,-0.07378194481134415,0.35679858922958374,0.28249409794807434,-0.07587745040655136,106,0
